country,continent,year,life_exp,hdi_index,co2_consump,gdp,services,Suicide_mortality_rate(per 100000),income_Level,Country_Code,Unemployment_Rate
Denmark,Europe,2013,80.5,0.933,7.41,51800.0,77.7,12.1,High income,DNK,7.38
Denmark,Europe,2014,80.8,0.935,6.63,52400.0,78.1,12.0,High income,DNK,6.93
Denmark,Europe,2015,81.0,0.933,6.19,53300.0,78.0,10.9,High income,DNK,6.28
Denmark,Europe,2016,81.0,0.935,6.49,54600.0,78.6,10.9,High income,DNK,5.99
Denmark,Europe,2017,81.1,0.936,6.07,55700.0,78.9,11.3,High income,DNK,5.83
Denmark,Europe,2018,81.1,0.939,6.06,56600.0,78.9,11.4,High income,DNK,5.13
Dominican Republic,North America,2000,73.7,0.659,2.31,4210.0,59.8,3.9,Upper middle income,DOM,6.43
Dominican Republic,North America,2001,73.8,0.663,2.28,4250.0,62.0,3.9,Upper middle income,DOM,7.26
Dominican Republic,North America,2002,73.9,0.668,2.42,4380.0,63.2,4.1,Upper middle income,DOM,6.78
Dominican Republic,North America,2003,73.5,0.669,2.4,4260.0,63.5,4.4,Upper middle income,DOM,6.94
Dominican Republic,North America,2004,72.6,0.672,2.02,4300.0,62.6,4.5,Upper middle income,DOM,6.3
Dominican Republic,North America,2005,72.6,0.681,2.02,4650.0,63.7,4.8,Upper middle income,DOM,6.59
Dominican Republic,North America,2006,72.7,0.688,2.11,5010.0,64.0,4.7,Upper middle income,DOM,5.65
Dominican Republic,North America,2007,72.9,0.694,2.22,5310.0,64.7,4.8,Upper middle income,DOM,5.16
Dominican Republic,North America,2008,73.3,0.698,2.14,5410.0,65.9,4.8,Upper middle income,DOM,4.76
Dominican Republic,North America,2009,73.4,0.7,2.07,5390.0,68.7,4.9,Upper middle income,DOM,5.47
Dominican Republic,North America,2010,73.5,0.706,2.12,5770.0,69.1,4.7,Upper middle income,DOM,5.21
Dominican Republic,North America,2011,73.4,0.71,2.17,5880.0,69.8,4.9,Upper middle income,DOM,6.09
Dominican Republic,North America,2012,72.9,0.714,2.17,5970.0,70.1,5.2,Upper middle income,DOM,6.72
Dominican Republic,North America,2013,72.3,0.718,2.09,6190.0,71.8,5.5,Upper middle income,DOM,7.35
Dominican Republic,North America,2014,72.2,0.73,2.12,6550.0,71.0,6.1,Upper middle income,DOM,6.72
Dominican Republic,North America,2015,72.0,0.738,2.29,6920.0,71.9,6.4,Upper middle income,DOM,7.61
Dominican Republic,North America,2016,72.1,0.743,2.37,7300.0,72.1,6.4,Upper middle income,DOM,7.28
Dominican Republic,North America,2017,72.5,0.746,2.32,7560.0,71.0,5.7,Upper middle income,DOM,5.83
Dominican Republic,North America,2018,72.9,0.751,2.34,8000.0,71.0,5.2,Upper middle income,DOM,5.86
Ecuador,South America,2000,74.5,0.675,1.62,4210.0,49.7,6.4,Upper middle income,ECU,4.8
Ecuador,South America,2001,75.0,0.68,1.78,4300.0,50.2,6.9,Upper middle income,ECU,4.25
Ecuador,South America,2002,74.1,0.684,1.88,4400.0,50.9,7.9,Upper middle income,ECU,4.9
Ecuador,South America,2003,73.9,0.687,2.0,4440.0,51.6,8.5,Upper middle income,ECU,5.66
Ecuador,South America,2004,73.9,0.693,2.12,4730.0,51.6,9.0,Upper middle income,ECU,5.0
Ecuador,South America,2005,73.6,0.698,2.17,4890.0,52.1,9.9,Upper middle income,ECU,3.78
Ecuador,South America,2006,73.6,0.701,2.03,5020.0,51.8,10.0,Upper middle income,ECU,3.55
Ecuador,South America,2007,73.7,0.71,2.21,5050.0,52.9,10.2,Upper middle income,ECU,3.14
Ecuador,South America,2008,73.8,0.717,2.29,5280.0,53.3,10.5,Upper middle income,ECU,3.92
Ecuador,South America,2009,74.1,0.719,2.4,5220.0,52.7,10.5,Upper middle income,ECU,4.61
Ecuador,South America,2010,74.3,0.726,2.39,5320.0,53.6,9.9,Upper middle income,ECU,4.09
Ecuador,South America,2011,74.9,0.732,2.35,5650.0,54.1,9.8,Upper middle income,ECU,3.46
Ecuador,South America,2012,74.9,0.751,2.06,5890.0,54.5,10.1,Upper middle income,ECU,3.23
Ecuador,South America,2013,75.2,0.754,2.59,6080.0,54.3,9.6,Upper middle income,ECU,3.08
Ecuador,South America,2014,75.6,0.756,2.85,6220.0,54.8,8.8,Upper middle income,ECU,3.48
Ecuador,South America,2015,75.9,0.764,2.63,6120.0,54.1,8.8,Upper middle income,ECU,3.62
Ecuador,South America,2016,75.9,0.758,2.46,5950.0,54.4,9.0,Upper middle income,ECU,4.6
Ecuador,South America,2017,76.0,0.76,2.36,5980.0,53.8,9.2,Upper middle income,ECU,3.84
Ecuador,South America,2018,76.2,0.762,2.46,5950.0,52.6,8.1,Upper middle income,ECU,3.53
Egypt,Africa,2000,68.5,0.613,2.04,2610.0,49.1,3.1,Lower middle income,EGY,8.98
Egypt,Africa,2001,68.3,0.618,1.77,2650.0,50.2,3.2,Lower middle income,EGY,9.26
Egypt,Africa,2002,68.3,0.622,1.76,2660.0,51.9,3.2,Lower middle income,EGY,10.01
Egypt,Africa,2003,68.2,0.625,2.01,2700.0,50.4,3.2,Lower middle income,EGY,11.01
Egypt,Africa,2004,68.5,0.631,2.01,2760.0,48.2,3.1,Lower middle income,EGY,10.32
Egypt,Africa,2005,68.8,0.637,2.19,2830.0,47.5,3.1,Lower middle income,EGY,11.2
Egypt,Africa,2006,68.9,0.645,2.29,2970.0,46.7,3.1,Lower middle income,EGY,10.49
Egypt,Africa,2007,69.2,0.653,2.38,3130.0,46.1,3.1,Lower middle income,EGY,8.8
Egypt,Africa,2008,69.3,0.66,2.45,3290.0,45.4,3.1,Lower middle income,EGY,8.52
Egypt,Africa,2009,69.3,0.662,2.5,3380.0,46.3,3.1,Lower middle income,EGY,9.09
Egypt,Africa,2010,69.4,0.668,2.4,3490.0,46.3,3.2,Lower middle income,EGY,8.76
Egypt,Africa,2011,69.6,0.671,2.53,3470.0,47.2,3.3,Lower middle income,EGY,11.85
Egypt,Africa,2012,69.7,0.677,2.49,3470.0,48.1,3.4,Lower middle income,EGY,12.6
Egypt,Africa,2013,70.1,0.683,2.37,3470.0,47.9,3.4,Lower middle income,EGY,13.15
Egypt,Africa,2014,70.3,0.685,2.47,3490.0,48.0,3.3,Lower middle income,EGY,13.1
Egypt,Africa,2015,69.9,0.691,2.37,3560.0,49.1,3.3,Lower middle income,EGY,13.05
Egypt,Africa,2016,70.2,0.696,2.47,3640.0,48.9,3.2,Lower middle income,EGY,12.41
Egypt,Africa,2017,70.5,0.698,2.46,3710.0,48.4,3.0,Lower middle income,EGY,11.74
Egypt,Africa,2018,70.7,0.701,2.43,3830.0,50.8,3.0,Lower middle income,EGY,9.82
El Salvador,North America,2000,73.1,0.615,0.964,2980.0,54.1,6.2,Lower middle income,SLV,6.96
El Salvador,North America,2001,73.0,0.62,0.989,2990.0,54.6,6.8,Lower middle income,SLV,6.96
El Salvador,North America,2002,74.3,0.627,1.02,3020.0,55.9,5.3,Lower middle income,SLV,5.73
El Salvador,North America,2003,73.9,0.633,1.07,3050.0,57.2,6.5,Lower middle income,SLV,6.26
El Salvador,North America,2004,73.6,0.639,1.04,3060.0,57.2,6.8,Lower middle income,SLV,6.05
El Salvador,North America,2005,73.6,0.646,1.04,3130.0,57.8,7.8,Lower middle income,SLV,7.22
El Salvador,North America,2006,73.7,0.653,1.11,3250.0,58.2,6.6,Lower middle income,SLV,6.57
El Salvador,North America,2007,74.1,0.652,1.12,3290.0,58.6,7.9,Lower middle income,SLV,6.41
El Salvador,North America,2008,74.7,0.655,1.05,3360.0,57.8,6.8,Lower middle income,SLV,5.88
El Salvador,North America,2009,74.1,0.656,1.03,3280.0,58.4,8.6,Lower middle income,SLV,7.33
El Salvador,North America,2010,75.2,0.668,1.02,3330.0,57.9,6.1,Lower middle income,SLV,4.89
El Salvador,North America,2011,75.1,0.664,1.05,3450.0,57.1,8.0,Lower middle income,SLV,4.3
El Salvador,North America,2012,74.5,0.669,1.04,3530.0,58.1,6.8,Lower middle income,SLV,3.84
El Salvador,North America,2013,74.3,0.67,0.973,3590.0,60.1,6.4,Lower middle income,SLV,3.69
El Salvador,North America,2014,73.5,0.668,0.981,3640.0,60.3,5.8,Lower middle income,SLV,4.15
El Salvador,North America,2015,73.4,0.668,1.07,3710.0,59.7,6.9,Lower middle income,SLV,4.0
El Salvador,North America,2016,75.2,0.671,1.11,3780.0,60.2,5.7,Lower middle income,SLV,4.42
El Salvador,North America,2017,75.4,0.671,1.1,3850.0,59.5,6.1,Lower middle income,SLV,4.39
El Salvador,North America,2018,75.6,0.67,1.11,3920.0,61.1,6.0,Lower middle income,SLV,4.01
Estonia,Europe,2000,71.0,0.787,11.0,9960.0,58.6,29.1,High income,EST,13.36
Estonia,Europe,2001,70.8,0.797,11.3,10600.0,59.9,30.3,High income,EST,13.13
Estonia,Europe,2002,71.4,0.805,11.0,11400.0,63.6,29.3,High income,EST,10.03
Estonia,Europe,2003,72.1,0.813,12.5,12400.0,63.1,26.3,High income,EST,11.29
Estonia,Europe,2004,72.5,0.821,12.7,13300.0,61.0,26.5,High income,EST,10.25
Estonia,Europe,2005,73.0,0.832,12.6,14600.0,60.7,22.6,High income,EST,8.03
Estonia,Europe,2006,73.3,0.839,12.2,16100.0,61.4,20.9,High income,EST,5.91
Estonia,Europe,2007,73.3,0.846,14.9,17500.0,60.1,21.4,High income,EST,4.59
Estonia,Europe,2008,74.4,0.848,13.3,16600.0,60.8,19.4,High income,EST,5.45
Estonia,Europe,2009,75.2,0.846,10.9,14200.0,64.5,23.3,High income,EST,13.55
Estonia,Europe,2010,76.3,0.852,14.3,14600.0,65.5,18.8,High income,EST,16.71
Estonia,Europe,2011,76.3,0.86,14.4,15700.0,63.2,18.2,High income,EST,12.33
Estonia,Europe,2012,76.5,0.865,13.6,16300.0,64.4,21.1,High income,EST,10.02
Estonia,Europe,2013,77.2,0.869,14.9,16500.0,65.5,18.9,High income,EST,8.63
Estonia,Europe,2014,77.3,0.871,14.4,17100.0,66.0,19.5,High income,EST,7.35
Estonia,Europe,2015,77.8,0.877,12.1,17400.0,65.4,15.9,High income,EST,6.19
Estonia,Europe,2016,77.7,0.881,13.3,17900.0,66.4,15.7,High income,EST,6.76
Estonia,Europe,2017,77.8,0.885,14.2,19000.0,66.5,18.7,High income,EST,5.76
Estonia,Europe,2018,77.9,0.889,14.8,19700.0,67.1,15.3,High income,EST,5.37
Ethiopia,Africa,2000,51.1,0.292,0.0524,262.0,16.7,9.7,Low income,ETH,3.51
Ethiopia,Africa,2001,53.3,0.306,0.0626,276.0,16.4,9.3,Low income,ETH,3.3
Ethiopia,Africa,2002,54.2,0.315,0.0632,272.0,15.7,8.9,Low income,ETH,3.13
Ethiopia,Africa,2003,55.0,0.319,0.0675,259.0,15.0,8.6,Low income,ETH,2.94
Ethiopia,Africa,2004,55.9,0.334,0.0695,286.0,14.9,8.3,Low income,ETH,2.69
Ethiopia,Africa,2005,57.0,0.355,0.065,310.0,14.5,8.1,Low income,ETH,2.5
Ethiopia,Africa,2006,58.2,0.371,0.0678,335.0,15.1,7.8,Low income,ETH,2.47
Ethiopia,Africa,2007,59.5,0.386,0.0724,363.0,15.8,7.7,Low income,ETH,2.43
Ethiopia,Africa,2008,60.8,0.403,0.0775,391.0,16.5,7.6,Low income,ETH,2.41
Ethiopia,Africa,2009,61.9,0.411,0.0761,414.0,17.2,7.4,Low income,ETH,2.38
Ethiopia,Africa,2010,63.0,0.421,0.0724,453.0,18.0,7.1,Low income,ETH,2.34
Ethiopia,Africa,2011,64.0,0.432,0.0765,490.0,18.9,6.7,Low income,ETH,2.31
Ethiopia,Africa,2012,64.9,0.438,0.0874,518.0,19.6,6.1,Low income,ETH,2.29
Ethiopia,Africa,2013,65.6,0.447,0.104,556.0,20.6,5.7,Low income,ETH,2.25
Ethiopia,Africa,2014,66.3,0.455,0.121,596.0,21.2,5.5,Low income,ETH,2.26
Ethiopia,Africa,2015,66.8,0.462,0.128,641.0,21.8,5.5,Low income,ETH,2.27
Ethiopia,Africa,2016,67.4,0.467,0.135,682.0,22.4,5.5,Low income,ETH,2.29
Ethiopia,Africa,2017,67.9,0.474,0.138,728.0,23.0,5.4,Low income,ETH,2.3
Ethiopia,Africa,2018,68.4,0.478,0.137,757.0,23.5,5.4,Low income,ETH,2.32
Finland,Europe,2000,78.0,0.864,11.0,37900.0,65.8,24.3,High income,FIN,11.13
Finland,Europe,2001,78.4,0.871,12.0,38800.0,67.1,24.1,High income,FIN,10.29
Finland,Europe,2002,78.6,0.874,12.5,39300.0,67.3,22.0,High income,FIN,10.42
Finland,Europe,2003,78.8,0.877,13.9,40000.0,68.0,21.7,High income,FIN,10.47
Finland,Europe,2004,79.0,0.904,13.2,41500.0,68.9,21.2,High income,FIN,10.36
Finland,Europe,2005,79.3,0.908,10.9,42500.0,69.4,19.9,High income,FIN,8.38
Finland,Europe,2006,79.6,0.912,13.0,44100.0,69.6,21.0,High income,FIN,7.72
Finland,Europe,2007,79.7,0.915,12.6,46200.0,69.7,19.7,High income,FIN,6.85
Finland,Europe,2008,80.0,0.917,11.0,46300.0,70.3,20.6,High income,FIN,6.37
Finland,Europe,2009,80.2,0.912,10.5,42400.0,71.4,20.4,High income,FIN,8.25
Finland,Europe,2010,80.4,0.916,12.0,43500.0,72.3,18.6,High income,FIN,8.39
Finland,Europe,2011,80.7,0.92,10.5,44400.0,72.8,17.9,High income,FIN,7.78
Finland,Europe,2012,80.9,0.921,9.47,43600.0,73.1,17.0,High income,FIN,7.69
Finland,Europe,2013,81.2,0.928,9.52,43000.0,73.0,17.2,High income,FIN,8.19
Finland,Europe,2014,81.4,0.928,8.73,42700.0,73.8,15.4,High income,FIN,8.66
Finland,Europe,2015,81.7,0.93,8.06,42800.0,74.1,14.0,High income,FIN,9.38
Finland,Europe,2016,81.8,0.932,8.6,43900.0,74.0,15.2,High income,FIN,8.82
Finland,Europe,2017,81.8,0.935,8.12,45200.0,74.1,15.9,High income,FIN,8.64
Finland,Europe,2018,81.8,0.937,8.52,45600.0,74.0,16.2,High income,FIN,7.36
France,Europe,2000,79.2,0.849,7.06,33600.0,69.6,20.2,High income,FRA,10.22
France,Europe,2001,79.3,0.851,7.09,34000.0,69.9,19.5,High income,FRA,8.61
France,Europe,2002,79.5,0.852,6.96,34100.0,70.5,19.8,High income,FRA,8.7
France,Europe,2003,79.7,0.855,7.02,34200.0,71.6,20.1,High income,FRA,8.31
France,Europe,2004,80.3,0.858,6.99,34900.0,71.9,19.5,High income,FRA,8.91
France,Europe,2005,80.6,0.867,6.99,35200.0,72.6,19.1,High income,FRA,8.49
France,Europe,2006,80.8,0.871,6.77,35800.0,72.5,18.5,High income,FRA,8.45
France,Europe,2007,81.1,0.874,6.56,36500.0,73.2,17.9,High income,FRA,7.66
France,Europe,2008,81.2,0.875,6.42,36300.0,74.0,18.2,High income,FRA,7.06
France,Europe,2009,81.4,0.876,6.12,35100.0,74.4,18.4,High income,FRA,8.74
France,Europe,2010,81.6,0.879,6.2,35600.0,74.8,18.2,High income,FRA,8.87
France,Europe,2011,81.8,0.882,5.78,36200.0,74.9,18.0,High income,FRA,8.81
France,Europe,2012,82.0,0.885,5.76,36200.0,75.3,17.8,High income,FRA,9.4
France,Europe,2013,82.3,0.889,5.75,36200.0,75.6,17.0,High income,FRA,9.92
France,Europe,2014,82.6,0.893,5.23,36400.0,76.6,15.6,High income,FRA,10.29
France,Europe,2015,82.5,0.895,5.3,36600.0,77.0,15.8,High income,FRA,10.35
France,Europe,2016,82.8,0.894,5.31,36900.0,76.9,14.9,High income,FRA,10.05
France,Europe,2017,82.9,0.897,5.35,37700.0,77.0,14.6,High income,FRA,9.41
France,Europe,2018,82.9,0.898,5.2,38300.0,77.3,14.2,High income,FRA,9.02
Georgia,Asia,2000,70.7,0.69,1.03,1570.0,38.0,7.4,Upper middle income,GEO,10.82
Georgia,Asia,2001,70.8,0.694,0.87,1670.0,37.9,6.9,Upper middle income,GEO,11.16
Georgia,Asia,2002,70.4,0.699,0.788,1770.0,38.0,8.2,Upper middle income,GEO,12.59
Georgia,Asia,2003,70.6,0.708,0.882,1980.0,36.7,6.6,Upper middle income,GEO,11.51
Georgia,Asia,2004,70.7,0.715,1.01,2110.0,37.2,7.4,Upper middle income,GEO,12.62
Georgia,Asia,2005,71.0,0.725,1.19,2330.0,36.4,6.2,Upper middle income,GEO,13.81
Georgia,Asia,2006,71.5,0.731,1.46,2560.0,35.6,6.2,Upper middle income,GEO,13.57
Georgia,Asia,2007,72.0,0.743,1.53,2900.0,36.2,6.1,Upper middle income,GEO,13.28
Georgia,Asia,2008,71.5,0.742,1.28,2980.0,38.4,7.5,Upper middle income,GEO,17.87
Georgia,Asia,2009,71.7,0.746,1.49,2900.0,40.4,8.5,Upper middle income,GEO,20.71
Georgia,Asia,2010,71.9,0.751,1.52,3100.0,41.3,8.3,Upper middle income,GEO,20.2
Georgia,Asia,2011,72.2,0.757,1.91,3360.0,40.4,8.7,Upper middle income,GEO,19.63
Georgia,Asia,2012,72.5,0.767,2.03,3600.0,42.0,9.2,Upper middle income,GEO,19.65
Georgia,Asia,2013,72.9,0.775,1.98,3740.0,41.9,9.8,Upper middle income,GEO,19.42
Georgia,Asia,2014,73.2,0.783,2.18,3900.0,42.8,10.3,Upper middle income,GEO,17.44
Georgia,Asia,2015,73.3,0.79,2.38,4010.0,44.9,10.5,Upper middle income,GEO,16.51
Georgia,Asia,2016,73.1,0.792,2.47,4130.0,44.3,10.7,Upper middle income,GEO,16.6
Georgia,Asia,2017,73.2,0.799,2.66,4330.0,43.8,9.6,Upper middle income,GEO,13.94
Georgia,Asia,2018,73.3,0.805,2.64,4540.0,46.9,9.4,Upper middle income,GEO,12.67
Germany,Europe,2000,78.4,0.876,11.1,34500.0,63.8,14.5,High income,DEU,7.92
Germany,Europe,2001,78.7,0.884,11.3,35000.0,64.6,14.5,High income,DEU,7.77
Germany,Europe,2002,78.8,0.89,11.1,34900.0,65.1,14.6,High income,DEU,8.48
Germany,Europe,2003,78.9,0.896,11.1,34600.0,66.2,14.4,High income,DEU,9.78
Germany,Europe,2004,79.3,0.907,10.9,35000.0,66.4,14.0,High income,DEU,10.73
Germany,Europe,2005,79.6,0.908,10.6,35300.0,67.8,13.3,High income,DEU,11.17
Germany,Europe,2006,79.9,0.918,10.8,36700.0,68.1,12.8,High income,DEU,10.25
Germany,Europe,2007,80.0,0.921,10.5,37800.0,67.8,12.4,High income,DEU,8.66
Germany,Europe,2008,80.2,0.924,10.5,38300.0,68.9,12.5,High income,DEU,7.52
Germany,Europe,2009,80.3,0.924,9.76,36200.0,69.5,12.8,High income,DEU,7.74
Germany,Europe,2010,80.5,0.927,10.3,37700.0,70.0,13.2,High income,DEU,6.97
Germany,Europe,2011,80.7,0.933,10.0,40000.0,70.1,13.2,High income,DEU,5.82
Germany,Europe,2012,80.8,0.934,10.1,40100.0,70.2,12.9,High income,DEU,5.38
Germany,Europe,2013,80.8,0.935,10.3,40100.0,70.8,13.4,High income,DEU,5.23
Germany,Europe,2014,81.0,0.937,9.74,40800.0,70.5,13.4,High income,DEU,4.98
Germany,Europe,2015,80.9,0.938,9.74,41100.0,70.9,13.3,High income,DEU,4.62
Germany,Europe,2016,81.0,0.941,9.76,41700.0,71.3,13.0,High income,DEU,4.12
Germany,Europe,2017,81.1,0.943,9.66,42600.0,71.3,12.6,High income,DEU,3.75
Germany,Europe,2018,81.2,0.946,9.14,43000.0,71.4,12.9,High income,DEU,3.38
Ghana,Africa,2000,59.6,0.494,0.317,1000.0,31.0,5.4,Lower middle income,GHA,10.46
Ghana,Africa,2001,59.5,0.493,0.341,1020.0,30.9,5.8,Lower middle income,GHA,9.5
Ghana,Africa,2002,59.5,0.499,0.357,1040.0,30.8,6.1,Lower middle income,GHA,8.53
Ghana,Africa,2003,59.6,0.5,0.359,1060.0,30.8,6.4,Lower middle income,GHA,7.56
Ghana,Africa,2004,59.8,0.509,0.336,1090.0,30.8,6.6,Lower middle income,GHA,6.59
Ghana,Africa,2005,60.0,0.52,0.312,1130.0,30.9,6.9,Lower middle income,GHA,5.62
Ghana,Africa,2006,60.3,0.529,0.41,1170.0,30.8,7.0,Lower middle income,GHA,4.64
Ghana,Africa,2007,60.5,0.541,0.419,1190.0,32.0,7.2,Lower middle income,GHA,4.84
Ghana,Africa,2008,61.0,0.553,0.379,1270.0,33.4,7.5,Lower middle income,GHA,4.99
Ghana,Africa,2009,61.3,0.558,0.31,1300.0,34.6,7.6,Lower middle income,GHA,5.22
Ghana,Africa,2010,61.8,0.565,0.392,1360.0,36.0,7.8,Lower middle income,GHA,5.38
Ghana,Africa,2011,62.4,0.574,0.443,1520.0,37.7,7.8,Lower middle income,GHA,5.6
Ghana,Africa,2012,63.0,0.577,0.551,1620.0,39.2,7.8,Lower middle income,GHA,5.91
Ghana,Africa,2013,63.5,0.586,0.533,1700.0,40.6,7.7,Lower middle income,GHA,6.2
Ghana,Africa,2014,63.9,0.59,0.542,1710.0,43.4,7.5,Lower middle income,GHA,6.52
Ghana,Africa,2015,64.2,0.59,0.579,1710.0,46.1,7.3,Lower middle income,GHA,6.81
Ghana,Africa,2016,64.7,0.598,0.57,1720.0,47.0,7.2,Lower middle income,GHA,5.53
Ghana,Africa,2017,65.1,0.602,0.606,1820.0,47.8,7.0,Lower middle income,GHA,4.22
Ghana,Africa,2018,65.8,0.606,0.615,1890.0,48.5,6.6,Lower middle income,GHA,4.28
Greece,Europe,2000,78.4,0.804,9.3,18600.0,60.0,3.5,High income,GRC,11.25
Greece,Europe,2001,78.7,0.814,9.47,19300.0,61.1,3.1,High income,GRC,10.46
Greece,Europe,2002,78.9,0.826,9.4,20000.0,62.0,2.9,High income,GRC,9.97
Greece,Europe,2003,79.1,0.833,9.73,21100.0,62.4,3.3,High income,GRC,9.41
Greece,Europe,2004,79.2,0.843,9.76,22100.0,65.2,3.1,High income,GRC,10.31
Greece,Europe,2005,79.4,0.853,10.2,22200.0,65.5,3.7,High income,GRC,9.99
Greece,Europe,2006,79.7,0.859,10.1,23400.0,66.3,3.7,High income,GRC,9.01
Greece,Europe,2007,79.6,0.857,10.3,24100.0,66.2,3.0,High income,GRC,8.4
Greece,Europe,2008,80.0,0.865,10.1,23900.0,66.6,3.4,High income,GRC,7.76
Greece,Europe,2009,80.2,0.867,9.53,22800.0,67.2,3.6,High income,GRC,9.62
Greece,Europe,2010,80.4,0.865,8.95,21600.0,68.0,3.5,High income,GRC,12.71
Greece,Europe,2011,80.5,0.862,8.74,19400.0,70.0,4.4,High income,GRC,17.86
Greece,Europe,2012,80.6,0.865,8.49,18100.0,70.5,4.8,High income,GRC,24.44
Greece,Europe,2013,80.9,0.867,7.62,17800.0,70.7,5.0,High income,GRC,27.47
Greece,Europe,2014,81.0,0.875,7.36,18000.0,71.5,5.3,High income,GRC,26.49
Greece,Europe,2015,80.9,0.877,7.04,18100.0,72.2,5.0,High income,GRC,24.9
Greece,Europe,2016,81.0,0.874,6.73,18000.0,72.4,4.7,High income,GRC,23.54
Greece,Europe,2017,81.1,0.879,7.09,18300.0,72.5,5.1,High income,GRC,21.49
Greece,Europe,2018,81.0,0.881,7.03,18600.0,72.5,5.1,High income,GRC,19.29
Guatemala,North America,2000,66.7,0.549,0.839,3200.0,37.7,10.2,Upper middle income,GTM,2.72
Guatemala,North America,2001,67.2,0.557,0.859,3190.0,39.8,10.7,Upper middle income,GTM,2.78
Guatemala,North America,2002,67.8,0.563,0.879,3240.0,41.2,10.5,Upper middle income,GTM,2.75
Guatemala,North America,2003,68.1,0.567,0.836,3250.0,42.8,10.8,Upper middle income,GTM,2.81
Guatemala,North America,2004,68.4,0.571,0.874,3280.0,43.7,11.0,Upper middle income,GTM,2.97
Guatemala,North America,2005,68.4,0.574,0.925,3320.0,43.8,11.4,Upper middle income,GTM,3.05
Guatemala,North America,2006,68.9,0.583,0.91,3430.0,44.0,10.7,Upper middle income,GTM,3.06
Guatemala,North America,2007,69.5,0.592,0.887,3570.0,44.1,8.3,Upper middle income,GTM,3.11
Guatemala,North America,2008,69.9,0.597,0.778,3620.0,44.3,8.0,Upper middle income,GTM,3.31
Guatemala,North America,2009,69.9,0.601,0.8,3570.0,44.4,7.9,Upper middle income,GTM,3.51
Guatemala,North America,2010,70.3,0.606,0.759,3610.0,44.5,7.3,Upper middle income,GTM,3.5
Guatemala,North America,2011,70.7,0.612,0.752,3690.0,46.4,6.6,Upper middle income,GTM,3.09
Guatemala,North America,2012,71.1,0.618,0.758,3730.0,48.2,6.1,Upper middle income,GTM,2.76
Guatemala,North America,2013,71.3,0.621,0.807,3800.0,51.0,5.9,Upper middle income,GTM,3.02
Guatemala,North America,2014,71.6,0.648,0.852,3900.0,49.0,5.8,Upper middle income,GTM,2.72
Guatemala,North America,2015,71.8,0.652,0.95,3990.0,49.2,5.8,Upper middle income,GTM,2.51
Guatemala,North America,2016,72.0,0.653,0.988,4030.0,49.6,5.7,Upper middle income,GTM,2.58
Guatemala,North America,2017,72.3,0.655,0.959,4090.0,49.2,5.6,Upper middle income,GTM,2.46
Guatemala,North America,2018,72.4,0.657,1.07,4160.0,49.6,6.0,Upper middle income,GTM,2.28
Guyana,South America,2000,64.0,0.616,2.16,3850.0,51.0,31.4,Upper middle income,GUY,11.86
Guyana,South America,2001,63.9,0.619,2.14,3950.0,51.7,34.7,Upper middle income,GUY,11.81
Guyana,South America,2002,63.9,0.622,2.12,3990.0,52.4,34.5,Upper middle income,GUY,11.81
Guyana,South America,2003,64.1,0.618,2.1,3970.0,53.0,33.2,Upper middle income,GUY,11.55
Guyana,South America,2004,64.3,0.625,2.18,4030.0,53.4,32.5,Upper middle income,GUY,11.27
Guyana,South America,2005,64.4,0.629,1.93,3940.0,53.5,30.9,Upper middle income,GUY,11.02
Guyana,South America,2006,65.0,0.63,1.73,4150.0,53.3,30.7,Upper middle income,GUY,10.7
Guyana,South America,2007,65.2,0.634,2.09,4440.0,53.7,30.9,Upper middle income,GUY,10.96
Guyana,South America,2008,65.3,0.638,2.09,4510.0,54.2,30.0,Upper middle income,GUY,11.27
Guyana,South America,2009,65.9,0.641,2.09,4680.0,54.6,32.9,Upper middle income,GUY,11.53
Guyana,South America,2010,65.8,0.649,2.29,4850.0,54.9,33.3,Upper middle income,GUY,11.8
Guyana,South America,2011,65.7,0.658,2.37,5090.0,55.5,32.6,Upper middle income,GUY,12.06
Guyana,South America,2012,65.7,0.662,2.64,5340.0,55.9,35.0,Upper middle income,GUY,12.34
Guyana,South America,2013,66.0,0.666,2.55,5510.0,56.7,38.2,Upper middle income,GUY,12.63
Guyana,South America,2014,66.0,0.671,2.63,5570.0,57.2,37.2,Upper middle income,GUY,12.92
Guyana,South America,2015,66.4,0.674,2.61,5580.0,57.9,37.3,Upper middle income,GUY,13.21
Guyana,South America,2016,66.7,0.676,3.04,5760.0,58.1,37.9,Upper middle income,GUY,13.46
Guyana,South America,2017,66.9,0.677,3.03,5950.0,58.7,38.5,Upper middle income,GUY,13.75
Guyana,South America,2018,67.1,0.68,3.12,6180.0,59.2,39.5,Upper middle income,GUY,14.02
Honduras,North America,2000,70.1,0.566,0.751,1790.0,41.8,2.1,Lower middle income,HND,3.84
Honduras,North America,2001,70.2,0.57,0.831,1790.0,40.9,2.1,Lower middle income,HND,4.0
Honduras,North America,2002,70.4,0.575,0.865,1810.0,39.3,2.1,Lower middle income,HND,4.02
Honduras,North America,2003,70.5,0.58,0.938,1850.0,41.2,2.2,Lower middle income,HND,5.3
Honduras,North America,2004,70.7,0.586,0.995,1910.0,42.7,2.1,Lower middle income,HND,5.99
Honduras,North America,2005,70.9,0.593,0.996,1980.0,43.4,2.2,Lower middle income,HND,4.91
